Code,Nom,S3REnR,Taux d'affection des capacités réservées,X,Y,Puissance des projets en service du S3REnR en cours,Puissance des projets en développement du S3REnR en cours,Capacité d'accueil réservée au titre du S3REnR qui resteàaffecter,Puissance EnR déjé raccordée,Puissance des projets EnR en développement,Capacité réservée aux EnR au titre du S3REnR,Attention: la valeur de la capacité réservée a été modifiée sur ce poste,Quote-Part unitaire actualisée,Attention : Le S3REnR de la région est saturé,dont la convention de raccordement est signée,"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ","Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",RTE - Capacité d'accueil en HTB2,RTE - Capacité d'accueil en HTB1,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source",Puissance cumulée des transformateurs existants,Nombre de transformateurs supplémentaires possible,Nombre de transformateurs existants,Consommation minimale,Tension aval,Tension amont,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",Puissance en file d'attente,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution,"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible","Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB",GRDHTB - Capacité d'accueil en HTB2,GRDHTB - Capacité d'accueil en HTB1,ratio_congestion_sous_tirage,RAM_sous_tirage,projet_injection,ratio_congestion_injection,RAM_injection,min_RAM,geo_point_2d,lat,lon
MAYEN,MAYENNE,PAYS-DE-LA-LOIRE,24%,431697.66,6804912.0,0.8,5.5,1.2,7.4,7.4,7.5,2024-09-09 : -25 MW vers LAVAL | 2024-11-13 : +2.5 MW depuis VILLAINES-LA-JUHEL,45.09 k€/MW,,0.0,4.0,Renforcement liaison 90 kV ALENCON-ZTOUASNIERE. Renouvellement liaison 90 kV VILLAINES-LA-JUHEL - ZTOUASNIERE,, > 15.0MW,0.0,108.0,,3.0,11.1,21.0,89.0,,7.4,9.4,104.3,,,,,51,52.92,24.200000000000003,23,80.31099999999999,52.92,"48.28930836988598, -0.6183735786583419",48.28930836988598,-0.6183735786583419
MAYET,MAYET,NOUVELLE-AQUITAINE,77%,490505.1,6439997.5,5.9,6.9,1.6,9.5,6.9,14.4,06/12/2022 : +4 MW depuis ST-PEY | 10/08/2023 : +2 MW depuis BERTRIC | 15/10/2024 : +2 MW depuis MENESPLET,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,40.0,,2.0,2.8,21.0,63.0,,6.9,14.4,26.5,,,,,35,26.0,30.799999999999997,100,0.0,0.0,"45.02736509229793, 0.3374627958227377",45.02736509229793,0.3374627958227377
MAZAM,MAZAMET,OCCITANIE,35%,648571.06,6268313.0,1.2,3.6,3.2,9.6,6.0,8.0,-,81.6 k€/MW,,0.0,0.0,-,0.0, <= 0.0MW,3.2,108.0,,3.0,6.0,21.0,63.0,,6.0,10.4,98.5,,,,,27,78.84,26.0,26,72.89,72.89,"43.51202901727467, 2.3638289125576604",43.51202901727467,2.3638289125576604
MAZAR,MAZARGUES,PROVENCE-ALPES-COTE-D'AZUR,17%,895297.7,6242421.0,0.3,0.6,28.1,2.9,0.6,29.0,_,76.07 k€/MW,,0.0,28.9,,0.0,,28.1,210.0,,3.0,17.0,21.0,227.0,,0.6,29.0,223.5,,,,,40,126.0,32.5,14,192.21,126.0,"43.254007191014544, 5.404301625472764",43.254007191014544,5.404301625472764
MAZIE,MAZIERES,CENTRE,91%,653803.44,6663019.5,0.3,1.3,0.4,2.2,1.5,2.0,2024-06-01 : +1 MW depuis VERDIN,62.75 k€/MW,,0.0,0.0,,, > 15.0MW,0.5,158.0,,5.0,11.2,15.0,89.0,,1.5,2.2,165.5,,,,,35,102.7,5.9,3,160.535,102.7,"47.06573324880843, 2.393035494497079",47.06573324880843,2.393035494497079
MEDIT,MEDITERRANEE,OCCITANIE,35%,576954.56,6276939.5,0.0,0.1,0.9,0.0,0.1,1.0,-,81.6 k€/MW,,0.0,1.0,-,0.0, > 15.0MW,0.9,108.0,,3.0,9.5,21.0,63.0,,0.1,1.0,116.3,,,,,43,61.56000000000001,1.1,0,116.3,61.56000000000001,"43.580784440237025, 1.4768989701010307",43.580784440237025,1.4768989701010307
MEDOC,LESPARRE MEDOC,NOUVELLE-AQUITAINE,77%,390867.66,6474146.5,4.1,1.1,4.8,1.6,1.1,10.0,20/11/2023 : +4.7 MW depuis,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,4.8,56.0,,2.0,2.9,21.0,62.0,Création d'un transformateur 36 MVA,1.1,10.0,56.2,,,,,25,42.0,12.7,22,43.836000000000006,42.0,"45.297610065528026, -0.9457697111735482",45.297610065528026,-0.9457697111735482
MEGEV,MEGEVE,AUVERGNE-RHONE-ALPES,41%,980237.5,6535114.0,0.0,0.0,7.4,0.7,0.0,7.4,--,41.11 k€/MW,,0.0,3.2,Sans Objet,0.0, <= 0.0MW,7.4,108.0,,3.0,12.6,21.0,63.0,Création d'un transformateur 36 MVA,0.0,7.4,119.9,,,,,58,45.36000000000001,8.1,6,112.706,45.36000000000001,"45.85866267988552, 6.613431291149435",45.85866267988552,6.613431291149435
MEHUN,MEHUN-SUR-YEVRE,CENTRE,91%,639122.6,6672890.0,0.3,38.9,0.0,4.0,38.9,36.0,2024-04-22 : -1 MW vers NERONDES | 2024-04-22 : -2 MW vers ORCHIDEES (LES) | 2024-07-01 : +24 MW depuis BEAUGENCY,62.75 k€/MW,,0.0,0.0,,, > 15.0MW,0.0,56.0,,2.0,3.2,21.0,89.0,,38.9,39.5,16.3,,,,,28,40.32,82.4,100,0.0,0.0,"47.153603054425744, 2.1967379869603536",47.153603054425744,2.1967379869603536
MELGV,MELGVEN,BRETAGNE,96%,190166.62,6778744.5,1.4,1.3,0.0,3.3,1.7,1.0,,19.94 k€/MW,,0.0,0.0,,, > 15.0MW,0.5,72.0,,2.0,5.1,21.0,62.0,,4.1,6.0,69.7,,,,,35,46.8,11.0,15,59.245,46.8,"47.91049709183374, -3.833185450846311",47.91049709183374,-3.833185450846311
MELI5,MELINCOLS,BOURGOGNE-FRANCHE-COMTé,61%,917548.7,6653724.0,1.1,2.2,1.7,4.4,2.2,5.0,Transfert(s) de capacité : -25 MW le 12/05/2023,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,26.7,40.0,,2.0,3.1,20.0,63.0,,2.2,30.0,36.5,,,,,38,24.8,36.6,100,0.0,0.0,"46.948309960719826, 5.861370762979954",46.948309960719826,5.861370762979954
MELLE,MELLE,NOUVELLE-AQUITAINE,77%,457835.2,6573023.5,6.6,17.0,14.3,149.6,17.0,37.9,04/07/2024 : -2 MW vers VILLEGATS,89.94 k€/MW,,0.0,0.0,Injection LONGCHAMP 90 kV via RUFFECOIS,, <= 0.0MW,5.8,36.0,,1.0,2.5,21.0,90.0,,0.5,4.4,37.3,,,,,34,23.76,171.0,100,0.0,0.0,"46.213832721130686, -0.14209921863845204",46.213832721130686,-0.14209921863845204
MENDE,MENDE,OCCITANIE,35%,739521.25,6381176.5,0.3,4.5,28.2,8.9,5.2,33.0,_,81.6 k€/MW,,0.0,0.0,,, <= 0.0MW,0.0,72.0,,2.0,5.7,21.0,63.0,Ajout d'un transformateur de 36 MVA,5.2,33.7,63.7,,,,,39,43.92,47.8,75,15.925,15.925,"44.528585999194846, 3.4977273711791033",44.528585999194846,3.4977273711791033
MENES,MENESPLET,NOUVELLE-AQUITAINE,77%,473799.47,6438540.0,10.5,39.4,9.9,6.2,39.4,59.8,25/06/20204 : -9 MW vers BESSANGES | 15/10/2024 : -2 MW vers BERGERAC | 15/10/2024 : -2 MW vers MAYET,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,92.0,,3.0,4.6,15.0,90.0,,39.4,46.8,51.0,,,,,25,69.0,92.4,100,0.0,0.0,"45.00920730499721, 0.12846797573148333",45.00920730499721,0.12846797573148333
MENTO,MENTON,PROVENCE-ALPES-COTE-D'AZUR,17%,1061614.1,6308634.0,0.0,0.0,12.0,0.8,0.0,12.0,_,76.07 k€/MW,,0.0,12.0,,0.0, <= 0.0MW,12.0,92.0,,3.0,10.2,21.0,63.0,,0.0,12.0,101.5,,,,,55,41.4,12.8,12,89.32000000000001,41.4,"43.784074987493916, 7.493901545681603",43.784074987493916,7.493901545681603
MENUI,LES MENUIRES,AUVERGNE-RHONE-ALPES,41%,976830.2,6475566.0,0.0,3.5,5.8,0.0,3.5,9.3,--,41.11 k€/MW,,0.0,0.0,Augmentation de la capacité de transit de la liaison 225kV Passy Pressy,0.0, <= 0.0MW,0.0,72.0,,2.0,6.5,21.0,63.0,,3.5,9.3,74.9,,,,,45,39.6,12.8,17,62.167,39.6,"45.32365350034237, 6.534442839238985",45.32365350034237,6.534442839238985
MENUS,MENUS,ILE DE FRANCE,70%,643861.4,6861089.0,0.0,0.0,0.3,0.3,0.1,0.3,,1.83 k€/MW,,0.0,0.3,,0.0, <= 0.0MW,0.3,160.0,,3.0,17.3,10.0,227.0,,0.1,0.4,176.9,,,,,54,73.6,0.8,0,176.9,73.6,"48.84767584436471, 2.235404526213957",48.84767584436471,2.235404526213957
MERAN,MERANTAIS,ILE DE FRANCE,70%,631120.8,6850474.0,0.0,0.0,0.3,0.0,0.0,0.3,,1.83 k€/MW,,0.0,0.3,,0.0, > 15.0MW,0.3,72.0,,2.0,6.0,21.0,63.0,,0.0,0.3,77.7,,,,,41,42.48,0.3,0,77.7,42.48,"48.750665261310026, 2.0628419002685687",48.750665261310026,2.0628419002685687
MERDR,MERDRIGNAC,BRETAGNE,96%,297670.16,6800955.5,15.1,15.3,2.6,5.9,21.5,33.0,"Transfert de -6 MW le 23/06/2017, transfert +17 MW 23/08/21, transfert +1 MW 15/05/22",19.94 k€/MW,,0.0,0.0,Création d'un jeu de barres. d'une cellule ligne et d'un fond de poste - Création de la liaison CREDIN - Z-RENIO prévu dans l'état initial et raccordement d'un transformateur HTB/HTA,, <= 0.0MW,4.6,40.0,,2.0,3.0,21.0,62.0,Création d'un transformateur 36 MVA,21.5,41.2,15.6,,,,,37,25.2,68.6,100,0.0,0.0,"48.18511102137621, -2.41762336000299",48.18511102137621,-2.41762336000299
MERIE,MERIE,CENTRE,91%,622876.0,6748257.0,28.3,4.0,0.0,28.3,4.0,29.0,2023-08-21 : +29 MW depuis COLUMEAUX (LES),62.75 k€/MW,,0.0,29.0,,, > 15.0MW,0.2,72.0,,2.0,5.5,20.0,90.0, ,5.2,33.8,72.1,,,,,38,44.64,66.1,91,6.488999999999997,6.488999999999997,"47.79298056885439, 1.927641362976933",47.79298056885439,1.927641362976933
MERIG,MERIGNAC,NOUVELLE-AQUITAINE,77%,410082.84,6423451.0,1.9,3.5,1.1,2.8,3.5,6.5,.,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,1.1,108.0,,3.0,14.8,16.0,62.0,,3.5,6.5,116.5,,,,,68,34.559999999999995,12.8,10,104.85,34.559999999999995,"44.84956926049687, -0.670878703277288",44.84956926049687,-0.670878703277288
MERMO,MERMOZ,AUVERGNE-RHONE-ALPES,41%,845469.94,6517088.5,0.2,0.2,6.6,0.8,0.2,7.0,--,41.11 k€/MW,,0.0,7.0,Sans Objet,0.0, > 15.0MW,6.6,102.0,,3.0,13.9,21.0,63.0,,0.2,7.0,114.9,,,,,68,32.63999999999999,8.0,6,108.006,32.63999999999999,"45.737827361159376, 4.870775102350932",45.737827361159376,4.870775102350932
MERON,MERON,PAYS-DE-LA-LOIRE,24%,463390.56,6672939.0,0.3,1.0,88.7,1.5,1.8,90.0,!,45.09 k€/MW,,0.0,0.0,Renforcement liaison 90 kV DISTRE-ZMERON. Renforcement liaison 90 kV MERON-ZMERON,, > 15.0MW,0.0,20.0,,1.0,2.1,21.0,89.0,Mutation d'un transformateur de 20 en 36 MVA,1.8,90.7,18.9,,,,,52,9.6,94.0,100,0.0,0.0,"47.114950249894875, -0.12141994443042879",47.114950249894875,-0.12141994443042879
MESNI,MESNIL,BASSE-NORMANDIE,83%,405840.1,6893314.0,1.7,0.8,0.0,5.4,2.2,2.0,,11.94 k€/MW,,0.0,0.0,,0.0, > 15.0MW,0.0,72.0,,2.0,8.2,21.0,89.0,,2.2,3.7,72.7,,,,,56,31.679999999999996,11.3,15,61.795,31.679999999999996,"49.07223443123668, -1.027528238650218",49.07223443123668,-1.027528238650218
MESSA,MESSAC,BRETAGNE,96%,342080.0,6758536.5,12.6,29.0,0.0,11.5,50.5,20.0,"Transfert de -3 MW le 28/03/2019, transfert +3 MW 15/05/22, transfert -2 MW 17/01/24",19.94 k€/MW,,0.0,0.0,,, > 15.0MW,18.5,72.0,,2.0,9.5,21.0,89.0,,50.5,81.6,19.5,,,,,65,25.2,143.6,100,0.0,0.0,"47.829526360455695, -1.786813973804307",47.829526360455695,-1.786813973804307
MESSI,MESSIMY,AUVERGNE-RHONE-ALPES,41%,830287.0,6512280.0,0.9,0.7,6.9,5.3,0.7,8.5,--,41.11 k€/MW,,0.0,8.3,Sans Objet,0.0, > 15.0MW,6.9,72.0,,2.0,5.4,20.0,63.0,Création d'un poste source 63/20 kV,0.7,8.5,71.4,,,,,37,45.36,14.5,20,57.120000000000005,45.36,"45.69586933721091, 4.694883729462551",45.69586933721091,4.694883729462551
METZ6,METZANGE (USINOR),GRAND-EST,78%,925227.4,6922415.0,0.0,2.4,0.2,0.0,2.4,2.6,18/11/2024 : +0.09 MW,81.82 k€/MW,Non,0.0,0.5,.,0.0, <= 0.0MW,0.1,36.0,,1.0,4.0,21.0,62.0,,2.4,2.5,36.8,,,,,55,16.2,4.9,13,32.016,16.2,"49.361377557751425, 6.099657316373328",49.361377557751425,6.099657316373328
MEUN5,LES MEUNIERS,NOUVELLE-AQUITAINE,77%,500538.44,6614245.5,0.0,1.0,1.0,1.6,1.0,2.0,!,89.94 k€/MW,,0.0,0.0,Création self du LAITIER 90 kV Départ LA PLANCHE,, <= 0.0MW,1.0,36.0,,1.0,2.4,21.0,90.0,,1.0,2.0,35.8,,,,,33,24.119999999999997,4.6,12,31.504,24.119999999999997,"46.59703547234728, 0.39465815194418713",46.59703547234728,0.39465815194418713
MEXIM,MEXIMIEUX,AUVERGNE-RHONE-ALPES,41%,871693.44,6536517.5,1.0,2.9,13.2,4.8,3.1,17.1,--,41.11 k€/MW,,0.0,15.7,Sans Objet,0.0, > 15.0MW,13.2,72.0,,2.0,8.4,21.0,63.0,,3.1,17.3,72.4,,,,,58,30.24,25.200000000000003,34,47.784,30.24,"45.90678724221608, 5.21510689353301",45.90678724221608,5.21510689353301
MEYLA,MEYLAN,AUVERGNE-RHONE-ALPES,41%,918817.75,6460176.5,0.5,0.2,8.3,2.1,0.3,9.0,--,41.11 k€/MW,,0.0,9.0,Sans Objet,0.0, <= 0.0MW,8.3,72.0,,2.0,7.2,21.0,63.0,,0.3,9.0,76.7,,,,,50,36.0,11.4,14,65.962,36.0,"45.20619060432776, 5.787723559703873",45.20619060432776,5.787723559703873
MEYME,MEYMES,OCCITANIE,35%,554869.9,6379833.5,0.0,3.9,1.1,6.4,5.1,5.0,09/2023: -25MW vers VERLHAGUET- Mutation TFO 20à36 MVA vers CAJARC,81.6 k€/MW,,0.0,20.0,Travaux de réhabilitation de la ligne 63 kV MARTILOQUE-MEYMES (Etat initial),0.0, <= 0.0MW,16.1,40.0,,2.0,4.8,21.0,63.0,Mutation d'un transformateur de 20 en 36 MVA,5.1,6.2,33.4,,,,,60,16.0,17.7,52,16.032,16.0,"44.50233176596203, 1.174304536264864",44.50233176596203,1.174304536264864
MEYRA,MEYRARGUES,PROVENCE-ALPES-COTE-D'AZUR,17%,902839.2,6285955.0,0.3,2.2,13.5,7.3,2.4,16.0,_,76.07 k€/MW,,0.0,15.6,,, <= 0.0MW,13.5,108.0,,3.0,9.0,16.0,63.0,,2.4,16.2,107.4,,,,,41,63.720000000000006,25.9,24,81.62400000000001,63.720000000000006,"43.64373588693909, 5.513719599153257",43.64373588693909,5.513719599153257
MEYZI,MEYZIEU,AUVERGNE-RHONE-ALPES,41%,857514.56,6520028.5,2.5,22.1,0.4,6.6,22.6,25.0,"Transfert de +1MW le 12/09/22, +3MW le 05/05/23, +1 MW le 29/08/23,+4MW le 22/05/24",41.11 k€/MW,,0.0,2.0,Sans Objet,0.0, > 15.0MW,5.4,386.0,,5.0,19.3,21.0,227.0,,22.6,30.5,376.1,,,,,25,289.5,59.7,15,319.685,289.5,"45.761549046199434, 5.026570406798179",45.761549046199434,5.026570406798179
MEZEL,MEZEL,AUVERGNE-RHONE-ALPES,41%,718398.2,6516230.5,2.3,5.2,5.9,8.1,5.2,13.4,--,41.11 k€/MW,,0.0,8.5,Sans Objet,0.0, > 15.0MW,7.9,108.0,,3.0,10.6,21.0,63.0,,6.5,16.6,103.9,,,,,49,55.08,29.9,28,74.808,55.08,"45.74567023861779, 3.23695790688063",45.74567023861779,3.23695790688063
MEZIN,MEZIN,NOUVELLE-AQUITAINE,77%,481311.88,6332182.0,12.6,3.3,0.9,6.5,3.3,16.8,10/08/2023 : -2 MW vers NERAC | 07/05/2024 : +2 MW depuis BRUCH | 15/10/2024 : +2 MW depuis HAUTE LANDE,89.94 k€/MW,,0.0,0.0,Création d'une LS de 25 km entre MEZIN et COLAYRAC,0.0, <= 0.0MW,0.0,36.0,,1.0,1.4,16.0,63.0,Renforcement d'un transformateur de 10 en 20 MVA,3.3,16.8,27.6,,,,,19,29.160000000000004,26.6,96,1.104000000000001,1.104000000000001,"44.05379768657845, 0.2699565688225739",44.05379768657845,0.2699565688225739
MIDOU,MIDOUR,OCCITANIE,35%,456284.88,6299837.0,1.0,9.7,0.3,12.2,11.8,11.0,04/2024 : +3MW de RISCLE- 8/24: +2MW de RISCLE,81.6 k€/MW,,0.0,0.0,Travaux de réhabilitation de la ligne 63 kV GIMONT-ISLE-JOURDAIN (Etat initial),0.0, <= 0.0MW,0.0,70.0,,3.0,3.1,20.0,63.0,,11.8,13.1,49.2,,,,,22,54.6,37.1,75,12.3,12.3,"43.755668120735116, -0.02640785118345959",43.755668120735116,-0.02640785118345959
MIGEN,MIGENNES,BOURGOGNE-FRANCHE-COMTé,61%,740629.0,6762269.0,10.1,1.0,0.9,3.0,1.0,12.0,Transfert(s) de capacité : -6 MW le 13/01/2023  et  Notifié le 06/12/2024 : -2 MW,72.71 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,2.9,72.0,,2.0,7.1,21.0,63.0,,1.0,14.0,75.1,,,,,49,36.72,18.0,23,57.827,36.72,"47.95989194364863, 3.5448828038489646",47.95989194364863,3.5448828038489646
MIGNA,MIGNALOUX,NOUVELLE-AQUITAINE,77%,500889.4,6609021.0,4.8,0.0,13.2,26.7,0.0,18.0,26/01/2024 : -4 MW vers RIVARDIERE (LA),89.94 k€/MW,,1.5,0.0,Création LS 90 kV ROM - LUSIGNAN,, <= 0.0MW,13.2,72.0,0.0,2.0,4.6,20 kV,90 kV,,,29.1,50.6,,13.2,,,31,49.67999999999999,55.8,100,0.0,0.0,"46.551614972019614, 0.4006796531070922",46.551614972019614,0.4006796531070922
MILL5,MILLERY,AUVERGNE-RHONE-ALPES,41%,837955.25,6506987.0,1.6,10.5,9.6,6.1,13.3,21.7,--,41.11 k€/MW,,0.0,11.5,Sans Objet,0.0, > 15.0MW,9.6,72.0,,2.0,9.8,21.0,63.0,,13.3,24.5,62.5,,,,,68,23.039999999999996,43.9,70,18.750000000000004,18.750000000000004,"45.648350253040995, 4.771439956518976",45.648350253040995,4.771439956518976
MILLA,MILLAU,OCCITANIE,35%,705645.0,6332681.0,1.5,16.0,0.5,12.5,33.8,18.0,10/24 : +3MW de ST VICTOR,81.6 k€/MW,,0.0,0.0,Travaux de réhabilitation des lignes AGUESSACàSEVERAC. LAURASàMILLAU. LAURASàST VICTOR et LAURASàFONDAMENTE (Etat initial) et création du poste 225 kV de LAURAS,0.0, <= 0.0MW,0.0,72.0,,2.0,8.1,21.0,63.0,,33.8,35.9,33.7,,,,,56,31.679999999999996,82.19999999999999,100,0.0,0.0,"44.09299678018055, 3.07076596290914",44.09299678018055,3.07076596290914
MILLE,MILLERY,GRAND-EST,78%,929050.94,6860826.5,2.1,0.4,2.2,7.1,25.8,4.7,18/11/2024 : +2.24 MW,81.82 k€/MW,Non,0.0,0.1,.,0.0, > 15.0MW,0.0,72.0,,2.0,4.8,21.0,62.0,,25.8,27.9,43.9,,,,,33,48.239999999999995,60.8,100,0.0,0.0,"48.80694472206865, 6.119469701267174",48.80694472206865,6.119469701267174
MIMIZ,MIMIZAN,NOUVELLE-AQUITAINE,77%,362103.1,6352997.5,29.2,0.5,0.0,4.9,0.5,1.8,26/08/2024 : -13 MW vers PARENTIS | 06/08/2024 : -2 MW vers RESOLUT,89.94 k€/MW,,0.0,0.0,CANTEGRIT : Remplacement des trois transformateurs 225/63 kV de 100 MVA par des appareils de 170 MVA,0.0, <= 0.0MW,5.2,40.0,,2.0,4.3,16.0,63.0,Mutation d'un transformateur de 20 en 36 MVA,0.5,34.8,39.0,,,,,53,18.799999999999997,40.2,100,0.0,0.0,"44.19465878895021, -1.2292067555226907",44.19465878895021,-1.2292067555226907
MINIE,LES MINIERES,NOUVELLE-AQUITAINE,77%,485577.66,6589995.0,25.1,15.9,4.0,54.7,15.9,45.0,20/02/2024 : +4 MW depuis ROM | 28/02/2024 : +8 MW depuis ROM | 03/04/2024 : +3 MW depuis ROM | 26/07/2024 : +4 MW depuis PAPAULT,89.94 k€/MW,,19.2,0.0,Création LS 90 kV ROM - LUSIGNAN,, <= 0.0MW,0.9,56.0,0.0,2.0,0.2,20 kV,90 kV,création demie-rame HTA,,10.1,47.3,,,,,1,55.44,80.7,100,0.0,0.0,"46.37568968392778, 0.20988107676171602",46.37568968392778,0.20988107676171602
MINIH,MINIHY,BRETAGNE,96%,241139.98,6869950.0,1.1,1.9,0.0,2.6,2.7,1.0,,19.94 k€/MW,,0.0,0.0,,, > 15.0MW,0.3,40.0,,2.0,5.1,21.0,62.0,,3.9,5.3,38.6,,,,,63,14.8,10.6,27,28.178,14.8,"48.76618967079874, -3.24937234390481",48.76618967079874,-3.24937234390481
MINIM,MINIMES,NOUVELLE-AQUITAINE,77%,379753.22,6569351.0,0.2,0.0,3.8,0.4,0.0,4.0,01/02/2023 : -1 MW vers MARANS,89.94 k€/MW,,0.0,0.0,,, <= 0.0MW,3.8,72.0,,2.0,6.9,16.0,90.0,,0.0,4.0,78.4,,,,,47,38.16,4.4,5,74.48,38.16,"46.14831505798498, -1.1507853178171965",46.14831505798498,-1.1507853178171965
MIOLL,MIOLLES,OCCITANIE,35%,664204.0,6309132.0,0.6,5.7,25.7,5.1,6.1,32.0,-,81.6 k€/MW,,0.0,28.2,-,0.0, <= 0.0MW,9.7,40.0,,1.0,1.3,20.0,220.0,,6.1,32.4,30.1,,,,,16,33.6,43.599999999999994,100,0.0,0.0,"43.874292450944516, 2.5675605793628886",43.874292450944516,2.5675605793628886
MIONS,MIONS,AUVERGNE-RHONE-ALPES,41%,853758.9,6510214.0,2.5,5.9,56.0,7.8,6.1,64.4,--,41.11 k€/MW,,0.0,62.9,Sans Objet,, > 15.0MW,5.9,108.0,,3.0,14.2,21.0,63.0,,7.3,15.8,107.1,,,,,65,37.8,29.7,27,78.18299999999999,37.8,"45.67434874551338, 4.975549367580279",45.67434874551338,4.975549367580279
MIRAM,MIRAMAS,PROVENCE-ALPES-COTE-D'AZUR,17%,862660.2,6277648.5,0.1,1.9,28.0,8.4,2.9,30.0,_,76.07 k€/MW,,0.0,29.6,,, <= 0.0MW,3.0,72.0,,2.0,8.3,16.0,63.0,Création d'un transformateur 36 MVA,2.9,31.0,68.9,,,,,57,30.960000000000004,42.3,61,26.871,26.871,nan,nan,nan
MIRAN,MIRANDE,OCCITANIE,35%,491247.06,6272471.0,5.8,20.7,29.5,21.8,22.7,56.0,1/2024 : +4MW de AUCH-4/2024 : +2MW de AUCH- 8/24: +2MW de LOUSLITGES- 10/24 : trf +33MW adaptation,81.6 k€/MW,,0.0,0.0,Travaux de réhabilitation de la ligne 63 kV GIMONT-ISLE-JOURDAIN (Etat initial) et Jalis-mirande: augmentation de la capacité de transit,0.0, <= 0.0MW,0.0,92.0,,3.0,3.4,20.0,63.0,Mutation de 2 transformateurs de 20 en 36 MVA,22.7,58.0,50.9,,,,,18,75.44000000000001,102.5,100,0.0,0.0,"43.520593185351366, 0.41815094511101797",43.520593185351366,0.41815094511101797
MIREB,MIREBEAU,NOUVELLE-AQUITAINE,77%,485477.4,6634635.0,4.6,3.3,27.1,11.2,3.3,35.0,30/06/2024 : -4 MW vers PARTHENAY | 30/06/2024 : -1 MW vers SAINT AUBIN du PLAIN,89.94 k€/MW,,1.9,0.0,Création LS 90 kV LOUDUN - THOUARS,, <= 0.0MW,42.1,56.0,0.0,2.0,3.0,20 kV,90 kV,mutation d'un transformateur,,51.5,61.5,,,,,26,41.44,66.0,100,0.0,0.0,"46.77755589882911, 0.18797566962760573",46.77755589882911,0.18797566962760573
MIREC,MIRECOURT,GRAND-EST,78%,933243.56,6804923.0,1.2,4.7,0.5,4.8,5.0,6.4,18/11/2024 : -25.61 MW,81.82 k€/MW,Non,0.0,29.0,.,0.0, > 15.0MW,0.0,40.0,,2.0,4.9,21.0,62.0,Mutation de 2 transformateur de 20 en 36 MVA,5.0,32.3,34.9,,,,,61,15.6,42.099999999999994,100,0.0,0.0,"48.30271650089483, 6.1464279713753776",48.30271650089483,6.1464279713753776
MIREP,MIREPOIX,OCCITANIE,35%,607160.75,6221828.0,0.7,12.8,70.5,8.4,13.4,84.0,10/24 : trf +36MW adaptation,81.6 k€/MW,-,0.0,0.0,Travaux de réhabilitation de la file 63 kV entre éRIVENEUVE et PORTET (Etat initial),0.0, <= 0.0MW,34.5,30.0,,2.0,2.8,21.0,63.0,Mutation de 2 transformateurs de 10 et de 20 en 36 MVA,13.4,84.6,10.9,,,,,46,16.200000000000003,106.4,100,0.0,0.0,"43.089699346245446, 1.8607089298788988",43.089699346245446,1.8607089298788988
MIRIB,MIRIBEL,AUVERGNE-RHONE-ALPES,41%,852960.94,6527248.0,1.7,2.5,3.5,4.1,2.6,7.7,--,41.11 k€/MW,,0.0,5.9,Sans Objet,0.0, > 15.0MW,3.4,72.0,,2.0,7.0,21.0,63.0,,5.1,10.2,69.8,,,,,48,37.44,16.9,24,53.048,37.44,"45.82766349601251, 4.970357637874824",45.82766349601251,4.970357637874824
MIST5,MISTROU,OCCITANIE,35%,682874.75,6380020.5,0.0,9.1,7.9,16.4,11.2,17.0,7/2024:-4MW vers RUEYRES,81.6 k€/MW,,0.0,7.0,Travaux de mutation du TR 225/63 kV de RUEYRES (renforcement),0.0, <= 0.0MW,0.0,40.0,,2.0,4.1,21.0,63.0,,11.2,19.1,16.5,,,,,51,19.6,46.7,100,0.0,0.0,"44.51914252008743, 2.784768207156523",44.51914252008743,2.784768207156523
MOFFL,MOFFLAINES,HAUTS-DE-FRANCE,54%,686835.44,7021705.0,0.1,1.1,1.2,2.1,1.1,2.4,!,75.29 k€/MW,0.0,0.0,0.0,,, <= 0.0MW,1.2,108.0,,3.0,17.4,21.0,89.0,,1.1,2.4,122.2,,,,,80,21.59999999999999,5.6,4,117.312,21.59999999999999,"50.29331197778013, 2.8155538105874807",50.29331197778013,2.8155538105874807
